32	1260
41	1475
17	704
24	416
43	792
27	500
19	495
95	5026
47	1736
64	1994
84	2930
24	650
36	1229
39	1324
42	1604
42	1479
41	1523
10	298
84	1850
68	1962
18	268
100	1585
1198	67871
812	28514
22	404
83	2007
40	1442
322	7818
145	4423
250	8468
41	1007
127	3409
736	18751
612	15185
79	2151
26	641
8	90
68	1204
30	591
117	3021
46	1069
58	1519
2	96
814	36402
1	48
119	2642
68	1700
12	242
89	1634
26	514
410	13602
690	22508
63	1262
63	1425
25	927
17	572
23	362
2571	81034
113	4573
158	5418
34	968
148	3181
27	1031
234	6966
52	1166
9	281
3	107
9	402
11	295
6	166
9	339
9	336
2	118
6	205
100	4585
182	5704
116	3225
7	156
84	2180
204	7484
81	2065
365	11626
96	2652
41	3412
2	95
1	65
24	1397
1	235
1	221
1	1334
1	2047
2	1016
1	193
1	241
1	83
1	389
1	74
1	233
1	389
1	43
155	6067
1	53
117	6198
1	172
1	58
2	985
1	211
2	4187
2	1121
350	11616
164	5580
87	1734
34	707
44	966
3	138
2	132
1	53
1	41
374	11994
102	2248
54	1346
396	12447
219	5724
96	1710
33	618
91	3763
54	1616
145	5174
30	810
40	908
252	6378
666	45212
40	722
98	2240
516	15552
315	11421
576	14797
316	10030
228	7062
182	5030
53	1241
88	2558
122	3203
18	540
380	12864
90	2548
82	2164
318	11208
46	940
44	950
22	528
122	4316
34	588
102	2734
158	3542
82	2296
60	1012
222	8432
72	1892
108	2750
94	2452
46	1076
108	3037
128	4236
224	7768
120	3228
88	2918
97	3324
258	9096
28	430
772	28347
80	1336
726	24740
187	5391
180	7419
320	6926
384	9934
62	2429
276	7382
86	3554
50	1120
172	4998
178	4892
182	4680
326	11046
4	176
50	1247
15	352
35	864
178	4966
174	5748
35	1062
46	1056
130	6130
28	602
205	7030
154	3926
112	3060
747	24970
272	10842
94	2440
66	2206
40	808
150	5142
312	11052
28	812
264	9282
266	6732
612	22014
94	2410
278	11668
256	7788
50	1766
110	4148
186	3774
42	930
54	808
39	675
34	468
114	5662
148	3666
72	2408
100	2496
40	692
17	568
12	270
8	193
11	259
11	221
13	309
4	89
146	4379
44	1622
53	2110
8	274
41	1023
89	3807
279	10835
11	312
76	2254
34	2561
11	394
8	170
6	106
14	496
20	725
7	244
6	152
108	3236
7	169
26	638
15	398
202	4942
25	700
44	1012
22	493
295	9677
38	650
138	3305
64	1642
42	1056
70	1308
93	2342
54	1974
48	778
33	487
332	12934
90	3113
52	1322
47	1419
95	2770
106	2884
276	8268
124	2926
34	773
254	9398
244	7438
36	612
24	514
34	854
19	329
55	1102
79	3931
17	493
20	756
2	70
514	18941
1	42
5	120
2	85
85	2731
22	2432
18	2102
2	57
3	125
3	96
1	39
1	49
2	1823
5	161
2	73
5	155
4	110
1	59
5	157
5	172
1	50
17	563
1	40
29	4678
10	17505
4	158
2	63
6	131
1	31
13	533
13	601
199	10661
58	2850
232	8969
45	4716
1	74
1	53
294	17613
7	163
2	53
2	44
7	140
7	153
7	118
40	1097
10	275
1	53
2	75
1	41
18	2465
2	925
1	50
458	23122
233	12581
73	3590
188	9743
99	6060
331	15852
1	41
84	4647
298	26414
19	2807
22	2000
1	38
1	39
20	326
1	43
2	1418
2	1008
2	1024
13	538
42	1926
1	43
626	33248
2	2076
9	269
9	308
2	1757
2	2402
2	4427
2	1264
2	1278
2	1314
5	247
1	53
1	50
1	57
1	70
17	1107
1	204
6	162
2	2575
10	36317
368	20218
2	1483
1	53
1	73
3	89
1289	130698
311	18255
2	4643
3	8504
3	8130
5	19143
1	224
1	230
2	4726
3	7594
763	55463
3	6654
1	38
182	9741
48	3336
246	41451
2	3128
2	771
6	19000
3	6348
5	15900
2	1023
2	2406
5	125
20	79248
1	40
1018	58445
6	193
1	73
1	73
550	45453
2	4762
4	80
4	92
4	95
5	96
2	1560
1	328
1	373
3	147
15	56529
1	54
29	1553
2	2100
1	278
2	860
2	968
1	64
2	754
2	754
1	66
1	67
29	2022
1	66
1	66
31	2106
1	66
32	2182
1	66
1	66
1	66
35	2425
34	2346
1	51
1	57
1	66
1	89
1	66
1	66
7	359
5	192
6	280
1	77
6	276
1	77
6	276
14	913
1	48
11	671
13	833
1	66
1	66
1	66
1	66
1	66
1	66
1	66
34	2477
1	59
9	508
1	66
1	66
1	57
1	89
12	752
14	915
1	134
1	77
19	1315
8	434
10	460
1	111
8	352
1	54
1	54
7	360
1	66
1	66
17	1145
12	650
1	112
18	809
6	108
1	66
1	66
2	69
26	1118
7	370
1	66
8	432
14	912
1	66
1	66
5	194
1	71
25	94266
475	53464
1	29
358	13947
20	858
2	45
82	2834
4	10222
1	72
2	860
1	216
1	216
1	217
2	54
1	56
2	1044
1	238
3	5173
2	679
96	3833
45	1629
126	4935
49	2066
49	2090
72	2391
49	1380
541	18275
1	224
4	11682
3	7179
1	365
2	2220
1	215
4	9029
1	210
1	402
1	33
1	210
1	265
1	384
1	34
1	217
1	1333
3	76
1	53
7	239
1	496
1	924
99	14036
2	73
24	640
6	20404
8	29674
2	1729
17	64288
2	621
1	883
284	9644
220	8216
173	4856
39	1324
82	1392
592	16868
57	1225
64	2920
39	1324
34	1171
559	16768
252	7370
144	3463
39	1324
144	5307
124	3876
117	4460
1	203
166	5244
49	1345
32	1260
27	1024
159	6719
129	3871
130	3336
35	834
1099	29443
365	16884
17	704
31	773
55	1676
42	1182
47	976
39	1324
43	1394
31	768
59	1457
17	704
109	5655
52	1202
162	4127
494	14064
45	1150
110	4962
22	556
17	704
357	6884
16	433
19	525
69	1788
754	21276
47	1318
22	386
52	1537
121	3728
78	3911
20	394
33	662
114	2674
306	7854
25	545
114	3282
51	1110
590	21248
820	25538
31	762
20	425
38	897
2	140
206	5742
32	788
184	4998
138	4604
220	7230
424	21120
36	967
2	118
36	1260
98	3428
66	1894
143	2719
484	13167
66	1251
270	6732
11	378
306	11788
256	6378
69	1613
36	471
24	372
10	330
20	386
10	332
49	1204
404	14882
8	243
1	105
18	327
74	1776
59	1159
278	11280
68	1275
32	577
6	324
4	98
186	7490
80	1564
112	3482
128	3254
146	5868
92	3210
33	2662
13	1691
1	740
1	221
1	385
1	569
2	869
20	432
1	473
1	435
1	385
1	324
1	168
1	50
72	1948
1	236
1	90
135	9748
53	1893
1	75
1	397
1	381
2	1030
394	13658
176	4816
128	3614
2	108
2	100
52	1312
24	370
128	4230
86	1770
54	969
26	607
1100	45275
564	13728
170	6318
166	5214
50	1042
294	9466
230	11980
663	20530
62	1836
649	20474
302	8032
40	780
124	3540
271	8555
50	1212
40	862
117	2952
260	7637
414	9730
48	1416
92	2538
164	5126
90	2050
130	3576
276	8316
108	2980
98	2784
21	405
212	7942
60	1980
355	11953
238	8356
116	2566
104	3310
178	4728
120	3148
90	2080
278	9844
188	5520
130	3518
93	2469
628	22140
258	8740
232	6520
64	1702
320	14778
36	644
202	7996
100	2501
385	11752
42	1220
38	865
100	3816
106	3744
80	2596
250	6938
123	4122
48	1738
30	538
592	36876
91	3062
236	9038
154	4558
76	1968
24	380
84	2188
2	108
116	3990
70	2438
68	2631
24	284
340	11006
26	498
316	8230
18	244
18	258
98	1846
22	352
128	2448
140	4870
210	6332
32	824
82	2170
36	866
42	1130
50	1628
33	771
92	1558
56	1482
220	7732
98	2942
33	976
98	2657
15	408
44	850
41	1523
54	1540
56	1328
1	84
81	1679
164	4994
38	732
45	918
174	4816
92	4394
204	5902
90	3056
172	4740
18	466
9	233
12	318
12	294
11	251
10	224
11	228
157	4282
6	176
15	776
17	468
66	3139
42	1514
25	866
217	6814
83	2344
21	1170
10	205
37	1417
16	455
47	1554
26	2416
20	1574
30	1141
11	342
7	329
83	2183
7	168
46	3133
6	311
495	16441
777	21519
31	861
11	238
35	1303
30	728
69	2439
33	1753
133	3634
216	7991
18	367
98	2850
198	5908
168	4350
80	2098
42	1156
45	1460
75	2323
90	2094
46	1194
51	603
39	1075
26	706
26	738
26	706
58	1504
90	3009
44	888
5	107
182	4804
40	862
74	1774
50	796
114	2878
40	1167
36	792
144	4494
1	71
92	3105
25	610
30	608
23	448
177	14938
928	39505
1	229
2	1947
538	26853
306	15366
1	42
3	133
6	2766
41	2457
10	365
9	209
2	82
3	6969
2	66
2	61
61	4264
7	220
5	130
10	327
1	33
6	211
1	47
1	39
6	216
1	60
2	63
4	114
1	50
2	63
52	4608
7	185
9	508
71	5421
2	62
1	54
565	26408
91	5098
4	131
1	73
6	220
2	52
2	55
2	58
2	48
5	105
142	5987
28	995
7	260
1	44
1	42
1	73
2	3079
5	14484
2	3566
1519	73105
330	19481
1	47
1	49
355	18600
1	83
19	1102
1	48
34	1612
315	15360
164	7987
1	39
2	1361
2	1026
2	881
2	751
1	51
1	59
3	136
15	921
17	1107
8	428
8	428
3	6630
27	100912
5	14830
152	8181
1	44
5	14535
18	71383
1	245
3	6002
3	5301
372	21875
4	13158
2	2157
198	12075
2	4807
171	8266
24	1628
35	2334
1	212
3	5357
1	1647
7	25840
3	7309
2	72
3310	288481
201	7076
1	73
1	53
488	26308
1	71
26	1158
2	3806
1	44
30	2190
4	12513
5	125
291	10189
1	217
2	1373
1	357
1	561
1	346
66	4700
3	8852
1	228
2	876
2	952
2	931
2	883
2	996
2	754
1	271
1	66
1	66
11	669
61	4490
1	89
1	89
1	54
1	66
1	61
1	66
1	66
1	66
1	66
1	66
1	59
1	57
1	89
2	63
1	47
1	58
1	66
1	89
1	89
6	272
1	77
6	272
6	280
6	272
1	77
1	77
1	89
14	914
1	66
2	54
63	4784
64	4864
1	66
1	56
1	66
1	66
1	66
1	66
1	66
1	113
16	918
1	49
1	66
1	66
1	66
11	666
9	514
1	78
1	100
18	1145
10	461
1	111
8	350
1	66
9	512
1	66
1	66
1	66
8	328
10	596
11	291
1	66
16	1076
1	135
12	617
1	66
1	66
1	66
1	66
2	53
1	66
1	56
1	77
1	66
14	918
1	77
1	66
20	1054
1	66
1	29
17	447
4	69
8	205
20	831
373	14887
20	858
359	14253
18	755
5	14190
3	151
3	8696
3	10404
1	216
1	216
1	216
1	216
1	216
1	1002
3	5413
1	227
1	224
1	229
1	327
1	234
3	134
3	142
1	54
45	1849
49	2090
64	2173
43	1473
58	2348
75	2368
35	1171
35	1171
105	2956
13	321
2	3397
2	3964
1	429
2	3203
3	6393
1	34
1	293
1	209
1	316
2	1433
1	224
2	1423
2	4722
1	1129
1	397
1	1368
149	4266
1	374
19	1280
1	47
26	852
106	4061
1437	43156
295	9896
312	11576
1	56
2	5659
3	139
2	149
1	101
30	116766
2	1381
6	19072
15	54455
5	13136
1	2959
7	181
39	1211
210	7718
124	2222
204	5324
140	3844
269	9193
32	1260
36	1229
425	13362
180	6676
83	2189
5	243
104	3742
142	4852
36	1229
36	1229
95	2669
127	4058
165	7411
213	7826
156	4468
287	10970
23	614
96	1466
232	13352
60	2170
57	2010
321	10839
17	704
108	2786
36	908
94	2415
7	324
99	2100
115	2741
71	1754
118	2936
26	610
50	1597
38	987
150	4344
43	1324
78	2230
26	582
27	644
58	1400
251	5828
147	5506
59	1753
58	1899
127	5365
32	899
45	925
1112	40298
138	5430
68	1328
14	371
59	1095
20	398
30	799
610	14716
150	5076
188	5424
686	23428
111	2181
70	2436
29	724
857	26862
2	104
2	144
44	1003
301	10183
99	2762
42	624
60	1546
1294	39551
224	9418
76	1958
794	25556
76	1990
138	4278
156	6284
38	1038
52	999
11	400
370	11026
20	592
576	15656
42	710
36	1255
69	2078
69	2078
11	430
160	5017
102	2698
86	2685
17	704
62	1593
18	326
1056	29329
9	338
976	38399
9	281
1	100
24	615
175	13431
40	913
36	1180
48	1241
72	1692
1095	56053
9	209
1	228
1	3536
1	1462
1	334
58	1454
27	1114
1	385
36	1114
21	647
1	70
1	389
3	81
248	8889
53	1552
273	7221
1	369
1	373
8	184
493	21977
1	544
2	1053
1	377
2	2148
142	3952
168	5788
40	852
4	176
3	150
30	658
54	1354
362	13104
152	4696
20	493
284	7526
222	5370
440	18102
206	8451
288	9842
289	10098
108	6794
200	5060
52	1618
84	2529
98	2882
96	2448
360	8992
1143	35474
180	5254
36	772
134	4574
430	13508
308	11362
30	714
386	45336
468	14122
34	710
652	19653
46	1262
42	804
96	3318
130	5448
46	860
202	5602
690	26998
38	910
358	8278
290	10584
92	3176
230	8248
224	8226
68	1896
122	4166
214	6930
270	7100
63	1406
84	1368
34	746
98	3008
105	2244
100	3240
37	841
86	1874
104	3016
50	1388
362	13562
306	7056
574	19164
352	8458
132	6256
126	4514
278	10236
18	288
196	4602
434	13782
2	92
117	3892
62	2598
190	5654
102	3208
258	6488
190	8148
30	419
18	258
218	8314
82	2384
38	648
62	1826
28	666
230	9910
52	1530
56	2106
506	16960
42	898
194	4948
56	1264
75	2379
2	120
2	80
112	3620
106	2742
43	1376
224	6986
335	7262
110	4268
59	2581
158	5986
206	6244
95	2274
9	209
11	215
11	251
11	247
31	1177
25	700
39	1521
5	73
90	1969
6	207
29	784
41	1499
98	2004
10	683
6	278
8	281
25	464
7	196
7	270
8	260
42	1012
14	485
37	2949
151	3390
247	7359
6	172
158	5665
207	7616
20	383
126	2748
102	3447
66	1316
236	6984
78	1782
56	1974
76	2378
378	10692
28	522
17	610
56	1647
60	1246
42	854
54	1526
74	1598
38	632
40	878
42	974
164	4110
48	614
78	1997
84	2298
24	370
70	2068
103	3200
25	514
154	4498
148	3610
68	1056
66	1670
33	663
137	7488
839	37750
5	12944
162	9436
369	19172
51	2034
1	37
39	2596
3	135
4	197
8	185
6	203
2	74
3	121
2	66
5	184
3	121
1	63
3	134
4	244
2	62
33	1805
1	39
2	92
8	322
2	79
2	79
2	66
34	1157
1	58
854	45841
4	148
2	62
2	62
2	60
2	63
1	43
15	700
1223	60539
263	9562
77	3194
2	1606
1	53
1	73
18	448
1	58
451	21467
231	12337
1	41
2	51
8	154
2	46
5	87
2	60
2	50
33	1027
28	736
13	540
51	5112
4123	362011
307	18988
2	1289
1	219
2	2396
226	18199
9	201
1	46
1	40
36	2699
76	4821
2	3432
62	5057
2	1412
12	523
3	113
262	14731
206	10924
2	3092
3	7705
2	2388
2	2907
672	39391
54	3520
2	1284
249	7723
1	39
4	59
176	19591
1	70
1	70
7	366
1	61
1	57
9	504
5	203
1	60
2	1137
1	70
11	2306
1	40
1	217
3	89
2	2363
637	28326
757	47940
2	2132
23	711
310	16582
2	2055
5	16599
3	6153
2	1313
3	4750
2	687
1	75
152	8946
1	75
26	721
3	119
1	73
1	57
158	11810
1	51
9	251
2	3903
2	1941
1	40
5	125
5	133
205	10188
1	217
3	130
2	5412
67	4718
3	9868
10	38338
1	828
161	10099
2	800
2	936
2	952
2	886
2	915
2	815
1	46
1	67
10	555
11	629
8	183
12	700
63	4334
1	66
1	89
1	66
1	89
1	66
17	1161
2	58
18	1170
6	273
1	77
6	279
5	194
6	275
1	66
1	66
1	66
16	1075
1	66
11	676
5	202
1	66
1	66
1	66
1	66
42	3064
29	1978
9	473
1	45
2	52
1	66
1	101
1	100
1	100
8	435
1	111
10	487
1	66
7	357
1	60
1	66
11	666
7	358
1	66
16	1073
11	672
40	2255
1	66
1	66
1	66
1	66
1	52
1	66
8	437
14	918
15	994
1	111
1	71
1	71
10	35361
5	89
1	29
18	759
122	3520
87	13682
3	7616
4	13817
9	31396
33	127582
8	243
3	9216
2	4395
2	3518
1	216
1	460
1	204
1	212
2	2013
1	359
2616	98134
1	51
2	432
3	146
1	204
1	73
13	303
1	245
2	1501
67	2256
45	1616
137	7068
45	1873
92	3211
61	2103
28	605
10	205
3045	98337
1	58
1	60
2	2860
2	1787
3	4970
2	2783
2	1998
6	18562
1	401
1	32
1	367
3	8095
1	231
2	1610
3	7434
13	314
1	57
193	7794
1	238
215	7073
565	31591
3	153
1	97
1	81
1	57
7	450
2	182
5	13528
7	25208
3	8517
39	1385
60	1847
111	2988
107	3141
838	33373
192	5944
60	1506
41	1475
17	704
42	1604
32	1260
72	1840
54	1324
74	1932
69	1631
438	12108
121	3051
147	4125
47	929
19	550
50	1310
71	2404
92	2440
32	460
79	2285
83	2968
32	854
219	5714
178	7772
280	8224
95	2954
46	1152
17	704
16	430
90	2423
185	5209
27	648
39	1324
32	939
108	3654
29	559
79	1906
191	5289
55	2012
33	1005
25	807
58	2170
57	2041
53	1691
81	1092
110	2664
30	640
68	1424
139	3789
40	960
329	9775
25	515
33	821
20	395
55	947
28	733
64	1406
190	5514
49	1522
363	10578
96	3117
56	1812
168	4006
1039	36023
671	17827
1009	26540
341	8289
74	1970
10	202
637	18565
138	5430
492	13344
300	13284
70	2026
486	39550
27	1114
139	4600
20	543
66	1674
6	107
78	2216
20	732
190	8132
96	3096
290	6735
20	543
367	11068
458	16268
27	1114
148	5615
20	823
10	333
30	1416
193	4727
111	2645
928	28753
37	1043
186	5176
56	1214
31	1728
43	3472
576	23779
10	1532
3	8797
2	945
3	6441
1	242
2	2793
1	234
2	96
80	2284
1	124
1	190
1	127
1	381
573	23247
1	389
1	389
2	1044
1	89
1	127
1	381
2	986
154	6102
198	6832
264	9746
518	14612
237	6467
54	1386
798	26234
155	4825
240	9226
423	14140
224	8828
270	9328
38	670
450	19032
452	13602
264	7097
206	5372
180	5106
200	10108
40	1074
166	4982
82	1600
56	1424
49	1024
242	7200
56	1666
416	11262
44	824
156	3456
63	1101
341	8993
88	2820
122	2764
158	4060
118	2480
166	6334
493	14935
50	932
62	1538
58	1148
172	4826
76	2376
72	2038
74	2442
302	11988
206	5352
118	3310
114	2550
702	24284
90	3013
41	833
65	1704
71	1942
56	1904
56	1904
190	8663
28	417
270	6706
100	2252
122	3899
68	1442
156	5860
76	2224
296	9160
49	1632
16	250
138	3828
232	6910
473	15221
46	1106
2	120
142	4654
64	1154
152	4700
152	5030
81	2809
447	13990
47	1554
122	3056
236	5250
60	1220
38	592
180	4106
42	898
152	5160
56	1306
208	6760
88	1530
120	4006
290	11536
8	195
8	185
16	472
11	270
12	258
12	255
12	253
4	58
13	363
32	757
7	261
10	334
157	4287
16	486
5	67
14	1082
11	573
44	1821
7	240
19	626
68	3938
5	225
13	645
6	91
9	239
28	730
9	170
102	4488
6	224
28	1176
20	711
9	420
39	656
106	3368
62	1770
102	2342
32	894
50	1578
142	5104
51	606
24	532
199	5326
26	646
82	2322
68	1678
46	1004
45	1200
54	1530
44	922
34	754
22	348
42	968
262	6488
77	2092
144	4978
46	1555
19	329
25	569
3966	163824
1749	46754
2	911
73	2099
2	89
7	153
2	81
15	57799
1	40
4	111
2	66
4	113
19	1215
1	58
4	107
3	109
1	45
1	46
3	117
2	59
1	42
63	3730
25	1601
1	53
6	566
2	62
97	3617
1	50
15	1068
1	34
2	60
1	64
617	25069
4	105
1	58
1	76
1	48
6	107
2	55
5	160
49	3304
104	9491
3	7064
2	785
8	774
140	7950
2	1489
2	2475
165	7434
156	7194
4	140
3	5847
2	2023
2	1038
211	10083
1	212
144	5107
80	7557
2	1683
2	1316
2	1320
1	54
1	51
3	124
1	57
21	23826
16	994
25	1703
8	428
1	59
2	1237
2	1832
7	21447
44	2456
2	2075
2	2879
610	34013
3	9741
604	26294
1	239
3	7890
2	1375
4	9615
3	9802
3	8104
3147	162516
9	33649
9	34255
2	4635
7	21686
4	11951
6	19302
2	1866
1304	90869
78	10779
164	8893
36	1884
2	2235
2	1104
1	42
8	260
1	75
9	258
1	72
6	199
6	200
293	15889
3	5183
2	994
57	2141
4	100
4	88
5	104
617	56939
1	225
64	2766
3	105
117	7816
2	3292
10	36103
9	31508
2	1675
1594	87174
25	1290
2	1039
9	381
2	1014
2	840
2	830
2	633
2	766
1	57
2	45
1	66
32	2127
1	66
1	66
4	240
2	55
9	514
1	66
19	1056
31	2104
11	215
1	66
1	89
83	5761
10	596
1	58
1	89
1	55
6	274
6	279
1	77
